train_number,station_code,day_of_week,month,is_holiday,weather,scheduled_arrival_hour,delay_minutes
12004,CNB,2,9,0,Clear,22,0
12008,PNBE,1,12,0,Rainy,3,29
12008,BSB,3,2,0,Foggy,18,112
12005,LKO,1,1,0,Foggy,12,88
12007,CNB,0,1,0,Rainy,23,56
12001,HWH,2,8,0,Foggy,20,65
12005,BSB,4,4,0,Foggy,13,81
12008,HWH,1,12,0,Clear,13,7
12009,NDLS,3,9,0,Rainy,9,56
12008,DDU,0,4,0,Stormy,8,24
12003,PNBE,2,12,0,Clear,5,0
12005,BSB,6,4,0,Rainy,22,42
12005,BSB,0,7,0,Stormy,3,0
120010,HWH,2,4,0,Rainy,20,26
12006,LKO,6,12,0,Rainy,0,62
12009,DDU,3,2,0,Clear,22,38
12002,DDU,1,2,0,Foggy,11,131
12004,CNB,0,1,0,Foggy,23,71
12002,BSB,6,7,0,Stormy,21,4
12009,NDLS,4,11,1,Clear,12,61
120010,HWH,3,5,1,Rainy,19,74
12008,BSB,0,10,1,Stormy,2,27
12006,LKO,3,9,0,Foggy,6,18
12002,DDU,3,6,0,Stormy,12,0
12004,PNBE,4,3,0,Foggy,8,76
12005,CNB,6,10,0,Clear,3,34
12001,PNBE,1,10,0,Rainy,13,26
12005,HWH,0,5,0,Clear,13,29
120010,BSB,2,5,0,Clear,6,15
12005,DDU,1,7,0,Clear,21,23
12008,LKO,4,4,0,Stormy,6,12
12003,PNBE,0,10,0,Rainy,21,26
12007,LKO,3,8,0,Rainy,3,14
12008,PNBE,4,5,0,Foggy,4,89
12008,NDLS,2,5,0,Stormy,14,17
12003,PNBE,6,4,0,Clear,9,31
12008,LKO,3,10,0,Clear,13,29
120010,NDLS,3,7,1,Stormy,15,60
12002,HWH,4,6,0,Clear,2,23
12006,CNB,2,10,0,Clear,7,39
12001,CNB,5,5,0,Foggy,22,69
12007,HWH,5,2,0,Rainy,2,65
12005,DDU,0,6,0,Foggy,22,114
12006,NDLS,2,6,0,Stormy,13,22
12006,LKO,2,7,1,Stormy,17,84
12009,CNB,4,1,0,Rainy,16,57
12005,CNB,4,9,0,Foggy,13,75
12005,DDU,5,3,0,Rainy,21,72
12008,NDLS,6,5,0,Clear,10,44
12008,CNB,0,12,0,Stormy,19,16
12008,DDU,1,2,0,Clear,20,27
12001,CNB,1,4,0,Clear,23,6
12005,LKO,5,11,0,Stormy,18,33
12004,LKO,2,12,0,Foggy,22,130
12001,BSB,5,9,0,Rainy,16,63
12008,NDLS,4,6,0,Foggy,0,107
12001,DDU,5,3,0,Rainy,6,25
12003,CNB,1,6,0,Foggy,12,113
12009,HWH,6,6,0,Clear,16,45
12007,LKO,5,12,0,Clear,0,26
12007,HWH,2,9,0,Rainy,4,49
12007,BSB,3,3,0,Clear,8,38
12005,BSB,6,12,0,Foggy,1,143
12001,HWH,3,6,1,Foggy,14,109
12001,BSB,4,8,0,Foggy,5,110
12009,CNB,1,8,0,Stormy,21,13
12003,DDU,5,4,0,Foggy,7,84
12004,DDU,5,3,0,Clear,4,36
12007,PNBE,5,9,0,Clear,1,9
12004,HWH,0,12,0,Rainy,15,38
12002,HWH,5,10,0,Foggy,18,151
12001,DDU,6,3,0,Stormy,18,29
120010,NDLS,0,1,0,Clear,10,0
12003,LKO,6,4,0,Foggy,1,164
12006,HWH,3,4,0,Foggy,14,68
12002,NDLS,0,9,0,Clear,8,9
12001,LKO,2,10,0,Rainy,7,40
12002,CNB,3,2,1,Clear,15,52
12004,LKO,5,11,0,Foggy,4,113
12004,PNBE,2,4,0,Foggy,11,115
12002,BSB,5,5,0,Stormy,15,1
12003,CNB,5,4,0,Clear,13,33
120010,CNB,5,12,0,Stormy,8,61
12008,BSB,2,12,0,Clear,12,23
12003,CNB,2,4,0,Clear,20,11
12002,BSB,3,3,0,Rainy,1,57
12008,NDLS,1,8,0,Clear,14,27
12003,BSB,2,8,0,Clear,20,8
120010,LKO,6,3,1,Foggy,8,202
12005,HWH,0,1,0,Rainy,8,37
12007,HWH,2,7,0,Foggy,21,104
12002,LKO,5,6,0,Rainy,18,61
12003,CNB,2,10,0,Rainy,12,53
12005,LKO,2,9,0,Foggy,2,70
12009,LKO,6,6,0,Clear,9,33
12004,DDU,4,8,0,Clear,10,18
12006,NDLS,5,9,0,Rainy,20,89
12006,BSB,1,7,1,Clear,17,59
12006,DDU,4,1,0,Rainy,13,48
12003,CNB,3,7,0,Clear,18,15
12008,HWH,3,11,1,Clear,20,58
12009,NDLS,0,2,0,Foggy,15,123
12004,DDU,5,3,0,Stormy,21,31
12001,PNBE,1,7,0,Rainy,18,26
120010,DDU,6,9,0,Foggy,8,56
12006,NDLS,0,11,0,Clear,9,23
12003,CNB,4,11,0,Clear,2,15
12007,PNBE,1,7,0,Stormy,7,31
12008,BSB,6,2,0,Clear,4,23
12007,HWH,6,2,0,Stormy,15,41
120010,LKO,1,3,0,Clear,16,0
12009,LKO,1,7,0,Rainy,12,22
12004,PNBE,0,5,0,Rainy,18,21
12002,CNB,3,12,0,Foggy,11,65
12004,DDU,2,9,0,Foggy,9,106
12002,HWH,1,3,0,Foggy,12,64
12008,HWH,2,9,0,Foggy,21,83
120010,CNB,2,9,0,Foggy,22,74
12009,BSB,6,2,0,Clear,22,25
12006,NDLS,2,6,0,Rainy,12,44
12007,PNBE,4,4,0,Rainy,16,61
12001,HWH,6,11,0,Rainy,19,80
12004,LKO,5,8,0,Rainy,5,91
12004,CNB,1,3,0,Foggy,17,67
12004,BSB,2,11,0,Rainy,13,15
12002,BSB,0,1,0,Rainy,15,52
12008,DDU,2,6,0,Foggy,19,104
12001,LKO,1,3,0,Foggy,9,124
12006,PNBE,2,9,1,Foggy,0,144
12003,HWH,1,11,0,Clear,9,22
12005,CNB,5,10,0,Foggy,11,76
12008,LKO,5,2,0,Rainy,23,36
12007,DDU,2,4,0,Clear,3,39
12008,BSB,4,3,0,Stormy,15,25
12007,PNBE,0,11,0,Rainy,20,57
12009,PNBE,1,7,0,Clear,18,2
12005,PNBE,6,6,0,Rainy,22,77
12003,CNB,3,11,0,Clear,18,14
12002,HWH,5,10,1,Rainy,15,98
12004,CNB,5,6,0,Rainy,17,44
12005,BSB,0,5,0,Rainy,16,23
12008,PNBE,6,12,0,Foggy,23,65
12006,NDLS,1,1,0,Foggy,4,113
120010,CNB,4,8,0,Rainy,18,22
12008,BSB,3,6,0,Clear,23,6
12009,PNBE,5,7,0,Stormy,10,43
12008,NDLS,6,7,0,Rainy,19,41
12005,NDLS,5,3,0,Foggy,13,77
12008,HWH,0,12,0,Clear,3,28
12008,CNB,1,4,0,Foggy,16,42
12001,NDLS,2,1,0,Stormy,13,21
12003,CNB,4,1,0,Stormy,23,10
12008,NDLS,0,4,0,Stormy,9,16
12006,HWH,4,1,0,Rainy,14,30
12006,BSB,2,1,0,Stormy,12,33
12009,CNB,6,10,0,Rainy,6,62
12007,CNB,6,8,0,Foggy,15,93
12006,DDU,1,4,1,Foggy,3,111
12001,HWH,0,6,0,Foggy,22,119
12007,BSB,2,5,0,Foggy,12,77
120010,CNB,1,3,0,Foggy,15,75
12002,HWH,2,8,0,Clear,0,21
12004,LKO,3,9,0,Rainy,21,43
12008,CNB,3,11,0,Stormy,13,0
12009,PNBE,5,1,0,Rainy,6,58
12001,CNB,2,10,0,Stormy,19,19
12009,BSB,3,8,0,Foggy,5,115
120010,BSB,2,1,0,Clear,4,16
12007,BSB,6,8,1,Rainy,11,104
12008,BSB,3,2,0,Stormy,4,3
12002,DDU,3,4,0,Rainy,3,39
12003,LKO,2,5,0,Stormy,10,28
12008,PNBE,4,10,0,Rainy,23,22
12005,HWH,5,10,0,Rainy,3,70
12002,LKO,4,2,1,Rainy,16,73
12007,PNBE,0,4,0,Clear,22,3
12003,BSB,1,7,0,Foggy,19,44
12009,CNB,6,2,1,Stormy,0,86
12003,NDLS,1,7,1,Stormy,14,25
12005,CNB,6,8,0,Stormy,20,37
12001,PNBE,2,1,0,Foggy,11,89
12007,PNBE,1,6,0,Foggy,5,87
12003,CNB,0,9,0,Stormy,6,14
12003,BSB,6,3,1,Foggy,21,180
120010,BSB,2,3,0,Foggy,11,68
120010,CNB,3,4,0,Rainy,19,53
12003,BSB,6,6,1,Rainy,12,95
12003,CNB,4,7,0,Clear,6,13
12001,PNBE,4,2,0,Rainy,13,50
12004,NDLS,4,5,0,Foggy,8,73
12004,DDU,1,10,0,Rainy,18,33
12008,DDU,6,1,0,Stormy,17,37
12003,PNBE,3,2,0,Rainy,20,30
12008,PNBE,3,7,0,Rainy,22,36
12004,LKO,4,5,0,Stormy,16,2
12001,BSB,2,5,0,Rainy,22,17
12007,DDU,1,1,0,Foggy,15,78
12007,DDU,4,4,0,Clear,8,0
12008,DDU,5,10,0,Stormy,21,32
120010,LKO,3,8,0,Foggy,4,53
12006,PNBE,0,4,0,Clear,10,15
12009,HWH,3,4,0,Foggy,4,97
12007,PNBE,1,4,0,Stormy,18,31
120010,LKO,6,3,0,Stormy,1,32
12004,BSB,0,11,0,Foggy,20,45
120010,LKO,5,1,0,Foggy,12,107
12002,LKO,5,8,0,Foggy,11,150
120010,LKO,4,10,0,Foggy,18,67
12001,LKO,3,7,0,Clear,3,21
120010,DDU,0,8,0,Stormy,9,10
12005,HWH,0,4,0,Stormy,7,29
12008,PNBE,4,3,0,Clear,21,29
12004,PNBE,4,2,0,Rainy,3,27
12005,PNBE,3,3,0,Clear,14,0
12007,HWH,0,9,0,Stormy,0,25
12009,NDLS,5,4,0,Foggy,0,96
12006,DDU,4,12,0,Foggy,17,86
12004,DDU,5,8,0,Rainy,9,48
12004,CNB,0,12,1,Rainy,4,126
12001,LKO,4,5,0,Foggy,1,43
12002,DDU,4,12,0,Stormy,13,31
120010,HWH,6,12,0,Clear,21,30
12005,BSB,6,12,0,Stormy,19,48
12002,LKO,0,9,0,Stormy,12,17
12006,HWH,2,8,0,Clear,7,17
12004,DDU,1,8,0,Foggy,14,107
12004,PNBE,2,11,0,Foggy,18,78
12008,HWH,0,9,0,Rainy,21,52
12009,CNB,0,8,0,Foggy,14,37
12004,HWH,2,2,1,Rainy,18,66
12002,NDLS,2,1,0,Rainy,17,42
12008,PNBE,5,5,0,Clear,11,40
12005,HWH,1,12,1,Stormy,17,52
12006,LKO,4,6,0,Foggy,4,127
12004,BSB,4,2,0,Rainy,2,25
12004,BSB,0,4,0,Clear,7,35
12004,HWH,4,6,0,Foggy,13,89
12005,CNB,2,3,0,Clear,3,0
12006,LKO,5,1,0,Foggy,20,86
12008,LKO,6,8,0,Rainy,21,44
12003,CNB,4,12,0,Stormy,9,38
120010,LKO,0,2,0,Clear,16,11
12005,BSB,1,7,0,Foggy,17,41
12002,HWH,2,1,0,Clear,15,38
12002,BSB,5,1,0,Clear,21,38
12004,BSB,0,8,0,Stormy,20,11
12007,DDU,4,4,0,Rainy,19,31
12005,PNBE,6,10,0,Foggy,7,101
12002,CNB,5,5,0,Rainy,9,78
120010,DDU,0,11,0,Rainy,17,51
12003,PNBE,4,7,0,Clear,19,22
120010,NDLS,2,1,0,Rainy,19,31
120010,DDU,2,10,1,Stormy,18,62
12005,BSB,0,7,0,Clear,15,33
12002,BSB,3,10,0,Rainy,11,18
120010,LKO,1,9,1,Foggy,10,95
12004,BSB,6,11,0,Rainy,3,54
12008,DDU,1,7,0,Stormy,21,29
12004,HWH,5,2,0,Foggy,17,82
12006,CNB,4,10,0,Clear,14,44
12003,PNBE,6,1,0,Clear,23,41
12003,NDLS,5,3,0,Clear,17,39
12009,DDU,2,1,0,Rainy,9,50
12003,LKO,0,2,0,Foggy,6,67
12003,LKO,0,12,0,Clear,8,35
12007,DDU,2,6,0,Stormy,11,0
12008,HWH,3,1,0,Clear,23,31
12004,LKO,5,11,0,Rainy,5,43
12002,NDLS,1,12,0,Foggy,13,91
12002,CNB,4,2,1,Stormy,1,54
12007,LKO,0,7,0,Rainy,3,45
12003,LKO,6,9,0,Clear,15,45
12001,NDLS,2,4,0,Rainy,14,46
12001,BSB,5,11,0,Rainy,12,43
12003,LKO,3,2,0,Clear,6,0
12004,PNBE,6,9,0,Clear,19,31
12003,BSB,1,10,0,Stormy,22,16
12004,HWH,0,2,0,Foggy,5,69
12003,CNB,0,1,0,Stormy,14,38
12008,DDU,5,6,0,Foggy,1,154
12001,DDU,5,11,0,Rainy,12,75
12009,LKO,1,2,0,Stormy,19,18
12003,CNB,6,8,0,Foggy,0,171
12004,NDLS,4,1,0,Foggy,8,133
12002,LKO,2,7,0,Stormy,22,0
12001,NDLS,1,10,0,Clear,20,17
12005,NDLS,2,4,0,Foggy,9,136
12004,LKO,5,6,0,Foggy,9,54
12007,BSB,0,2,1,Stormy,9,31
12001,DDU,0,6,0,Foggy,5,61
12008,LKO,4,9,0,Foggy,4,105
12004,BSB,5,3,0,Stormy,11,22
12004,HWH,1,2,0,Rainy,1,26
12007,PNBE,6,11,0,Stormy,5,21
12007,HWH,1,3,0,Stormy,5,36
12006,CNB,4,2,0,Clear,7,0
120010,LKO,3,8,0,Stormy,3,26
12007,CNB,1,10,0,Rainy,5,44
12001,HWH,0,10,0,Clear,12,12
12004,HWH,4,11,0,Clear,3,10
12009,DDU,4,4,0,Rainy,20,43
12009,CNB,0,6,0,Clear,10,0
12002,CNB,4,2,0,Stormy,12,14
12005,BSB,4,5,0,Foggy,14,148
12007,CNB,1,2,0,Foggy,16,70
12006,PNBE,3,2,0,Stormy,10,9
12006,DDU,0,8,0,Clear,21,15
12006,CNB,2,8,0,Rainy,6,25
120010,CNB,1,5,0,Rainy,21,29
12008,NDLS,3,2,0,Stormy,21,33
120010,DDU,6,5,0,Foggy,21,138
12004,DDU,6,5,0,Stormy,14,37
12008,DDU,3,10,0,Rainy,4,51
12009,LKO,0,12,0,Rainy,13,8
12005,CNB,6,10,0,Stormy,19,55
12009,BSB,3,7,0,Stormy,11,21
12009,CNB,6,6,0,Stormy,21,30
12004,NDLS,4,4,0,Stormy,2,0
12004,BSB,1,12,0,Rainy,0,3
12009,NDLS,3,11,0,Foggy,4,96
120010,BSB,3,7,0,Rainy,2,19
12005,CNB,5,5,0,Foggy,3,59
12008,BSB,0,12,1,Stormy,15,41
12004,CNB,4,1,0,Stormy,15,27
12006,NDLS,4,3,0,Stormy,18,14
120010,LKO,4,4,0,Stormy,3,31
120010,BSB,4,7,0,Foggy,19,106
12003,HWH,6,3,0,Foggy,9,96
12001,HWH,0,11,0,Stormy,2,20
120010,LKO,1,5,0,Stormy,21,10
12007,NDLS,2,4,0,Rainy,6,34
12006,PNBE,1,3,1,Stormy,22,56
12005,LKO,4,12,0,Foggy,5,59
12001,CNB,1,6,0,Clear,14,15
12007,NDLS,5,4,0,Clear,6,29
12001,DDU,1,11,0,Clear,7,0
12009,BSB,0,6,0,Rainy,13,61
12006,CNB,2,3,0,Stormy,2,12
12001,HWH,5,5,0,Foggy,21,115
12006,NDLS,6,5,0,Rainy,5,66
12006,NDLS,6,2,0,Rainy,20,77
12005,HWH,6,9,0,Stormy,13,46
12005,LKO,1,8,0,Rainy,19,29
12003,CNB,5,12,1,Rainy,10,90
12002,BSB,0,2,0,Foggy,16,90
12002,NDLS,1,12,0,Rainy,16,65
12003,NDLS,4,1,0,Rainy,6,43
120010,PNBE,4,12,0,Rainy,12,16
120010,BSB,3,11,0,Rainy,16,55
12003,PNBE,6,12,1,Stormy,18,83
12004,DDU,0,5,0,Stormy,12,8
12003,BSB,2,9,0,Foggy,8,91
12009,NDLS,2,12,0,Foggy,8,106
12007,LKO,5,6,0,Stormy,4,34
12007,PNBE,1,10,0,Foggy,9,129
12006,NDLS,3,1,0,Stormy,19,16
12002,NDLS,0,12,0,Stormy,1,27
12009,CNB,1,10,0,Foggy,17,85
12007,PNBE,3,3,0,Clear,20,10
12009,NDLS,5,11,0,Foggy,23,144
12002,HWH,2,4,0,Rainy,2,24
12009,NDLS,4,1,0,Stormy,19,5
12006,BSB,0,12,0,Rainy,0,46
12008,CNB,0,3,0,Stormy,11,19
120010,BSB,1,2,0,Foggy,15,90
120010,HWH,0,3,0,Clear,1,13
12005,NDLS,0,9,0,Rainy,3,39
12005,CNB,6,1,0,Foggy,12,150
12008,PNBE,2,3,0,Clear,23,0
12009,HWH,6,8,0,Stormy,2,36
12005,HWH,6,3,0,Stormy,11,45
12007,PNBE,4,6,0,Clear,20,10
12009,CNB,5,5,0,Clear,19,44
12001,NDLS,6,6,0,Foggy,12,93
12007,PNBE,2,11,1,Clear,10,64
12003,DDU,3,8,0,Clear,3,0
12006,CNB,2,7,0,Rainy,20,25
12008,BSB,4,7,0,Clear,10,12
120010,CNB,3,5,0,Clear,17,29
12008,LKO,3,2,1,Foggy,0,66
12008,HWH,6,7,0,Stormy,2,45
12002,HWH,2,9,0,Stormy,21,11
12004,LKO,4,5,0,Foggy,5,75
12004,DDU,5,4,0,Stormy,1,33
12002,LKO,6,10,0,Rainy,4,57
12009,LKO,4,12,0,Stormy,10,0
12007,BSB,3,10,0,Foggy,17,101
12003,LKO,4,9,0,Clear,7,25
12007,PNBE,2,7,0,Foggy,1,106
12009,CNB,0,8,0,Clear,1,38
12006,LKO,2,11,0,Clear,15,39
12004,BSB,4,6,1,Foggy,10,140
12006,LKO,3,9,0,Foggy,14,82
12005,DDU,3,4,0,Stormy,20,8
12007,BSB,5,11,0,Stormy,4,14
120010,PNBE,0,4,0,Foggy,2,142
12008,DDU,6,11,0,Clear,23,29
120010,HWH,4,5,0,Clear,3,14
12003,PNBE,5,3,0,Foggy,19,134
12001,PNBE,5,8,1,Stormy,2,91
12004,PNBE,6,2,0,Clear,11,47
12005,LKO,5,6,0,Clear,0,24
12006,PNBE,0,9,1,Clear,20,32
12002,PNBE,2,5,0,Clear,7,26
12004,PNBE,3,12,0,Clear,16,25
12002,HWH,0,7,0,Foggy,6,97
12008,BSB,1,10,0,Rainy,9,22
12002,NDLS,4,10,0,Stormy,18,0
12008,DDU,0,7,0,Foggy,5,71
120010,DDU,0,5,1,Clear,8,48
12007,LKO,6,5,0,Foggy,12,94
12004,NDLS,6,5,0,Rainy,10,73
12008,CNB,5,2,0,Stormy,23,14
120010,NDLS,3,4,0,Rainy,22,52
12006,HWH,4,3,0,Rainy,13,15
12008,PNBE,2,12,0,Clear,12,1
12007,DDU,4,1,0,Foggy,5,128
12009,DDU,4,9,0,Stormy,11,17
12007,HWH,3,8,1,Rainy,7,62
12006,LKO,0,5,0,Stormy,10,0
12005,NDLS,4,2,0,Stormy,18,23
12008,CNB,0,6,0,Foggy,18,43
12008,PNBE,0,4,0,Rainy,2,52
12001,NDLS,3,5,0,Stormy,5,33
12001,DDU,6,2,0,Foggy,23,126
120010,LKO,6,1,0,Foggy,12,100
12001,PNBE,2,4,0,Stormy,10,25
12008,BSB,6,6,0,Clear,13,54
12003,CNB,2,9,1,Stormy,22,74
12004,LKO,2,7,1,Stormy,9,27
12002,DDU,6,11,0,Clear,17,43
12001,NDLS,1,5,0,Rainy,16,12
12001,BSB,6,12,0,Stormy,15,0
12006,DDU,1,3,0,Foggy,10,112
12004,PNBE,3,4,0,Stormy,22,20
120010,CNB,1,4,0,Foggy,0,38
12004,LKO,5,7,0,Foggy,6,88
12003,DDU,1,3,0,Clear,22,5
12002,DDU,4,10,0,Rainy,8,18
12002,NDLS,0,8,0,Stormy,19,2
12008,CNB,2,6,0,Foggy,3,70
12002,PNBE,6,6,0,Clear,2,53
120010,HWH,5,11,0,Clear,1,36
12007,LKO,0,1,1,Foggy,2,129
12008,BSB,3,4,0,Clear,3,12
12004,LKO,1,7,1,Foggy,2,109
12002,PNBE,6,5,1,Foggy,16,111
12008,NDLS,6,10,0,Clear,1,37
12007,PNBE,2,1,1,Stormy,14,40
12007,DDU,4,6,0,Stormy,5,26
12001,DDU,5,6,1,Foggy,17,139
12007,HWH,0,3,0,Stormy,9,0
12003,BSB,2,7,0,Foggy,22,90
12009,CNB,0,4,0,Foggy,9,55
120010,LKO,1,2,0,Foggy,5,148
12005,DDU,2,8,0,Stormy,15,28
12002,DDU,2,8,0,Foggy,10,56
12005,LKO,3,8,0,Clear,3,5
12003,LKO,6,3,1,Stormy,9,75
120010,BSB,5,4,0,Stormy,15,61
12001,BSB,0,5,0,Rainy,21,53
12006,CNB,0,7,0,Rainy,9,35
12001,DDU,1,6,0,Clear,14,24
12003,DDU,3,3,0,Rainy,6,27
12003,NDLS,2,11,0,Rainy,14,42
12006,NDLS,5,3,0,Foggy,18,93
12005,BSB,5,1,0,Foggy,1,91
12003,DDU,0,11,0,Foggy,2,123
12003,LKO,5,2,0,Stormy,7,63
12009,BSB,1,1,0,Clear,23,33
12005,DDU,2,2,0,Rainy,1,61
12002,PNBE,3,2,0,Stormy,15,25
12003,CNB,6,4,0,Stormy,16,36
12005,CNB,1,3,0,Foggy,8,97
12007,PNBE,6,11,0,Stormy,11,44
12006,CNB,0,11,0,Rainy,9,20
12003,NDLS,0,9,0,Rainy,16,38
12004,CNB,4,10,0,Rainy,2,49
12008,PNBE,0,11,0,Rainy,19,42
12009,CNB,2,5,0,Stormy,0,20
12004,NDLS,1,12,0,Foggy,21,28
120010,NDLS,3,11,0,Clear,16,31
12003,NDLS,0,11,0,Rainy,23,58
12007,HWH,2,6,0,Foggy,17,88
12002,DDU,2,11,1,Stormy,10,59
12004,PNBE,0,5,0,Foggy,1,38
12005,NDLS,6,8,1,Stormy,11,79
12005,BSB,1,6,0,Foggy,0,91
12003,BSB,6,7,0,Foggy,20,124
12001,HWH,3,1,0,Clear,2,27
120010,CNB,5,2,0,Foggy,16,130
12006,CNB,3,1,0,Clear,14,21
12006,DDU,4,12,0,Stormy,7,3
12006,PNBE,5,7,0,Stormy,18,18
12008,NDLS,3,5,0,Foggy,9,81
12007,DDU,1,10,0,Clear,21,2
12007,DDU,2,10,0,Stormy,6,8
12006,DDU,1,8,0,Rainy,4,40
12007,NDLS,6,10,0,Rainy,10,53
12003,LKO,0,9,0,Foggy,8,108
12008,BSB,3,8,1,Foggy,17,98
12009,HWH,5,3,0,Stormy,17,45
12006,LKO,3,7,0,Foggy,5,137
12001,LKO,2,10,0,Clear,17,19
12001,PNBE,0,10,0,Stormy,3,7
12002,HWH,2,5,0,Clear,1,19
12009,BSB,2,7,0,Foggy,5,77
120010,PNBE,5,11,0,Stormy,17,43
12007,PNBE,1,12,0,Foggy,4,90
120010,BSB,4,12,0,Rainy,23,21
12004,CNB,5,6,0,Stormy,3,44
12009,CNB,4,8,0,Rainy,22,39
12001,PNBE,5,9,0,Clear,4,34
120010,CNB,4,10,0,Foggy,13,119
12002,CNB,1,11,0,Clear,0,11
12004,NDLS,6,9,0,Rainy,0,81
12008,PNBE,0,9,0,Foggy,15,119
120010,HWH,1,1,0,Stormy,20,18
12005,BSB,5,9,0,Foggy,14,116
12004,BSB,6,9,1,Clear,19,51
120010,NDLS,0,12,0,Stormy,12,3
12004,NDLS,0,11,0,Foggy,19,51
12007,NDLS,0,1,0,Clear,10,18
120010,BSB,6,9,0,Foggy,5,91
12005,CNB,1,5,0,Rainy,8,41
12001,BSB,6,8,0,Foggy,17,164
12001,NDLS,4,4,0,Rainy,15,54
12007,CNB,0,2,0,Clear,10,6
12007,HWH,5,2,0,Foggy,16,115
12007,BSB,2,2,0,Rainy,23,28
12003,PNBE,2,7,0,Rainy,14,61
12005,CNB,6,9,0,Clear,1,41
120010,NDLS,2,6,0,Stormy,22,29
12002,NDLS,1,1,0,Stormy,11,17
12008,HWH,6,6,0,Rainy,15,84
12003,LKO,0,11,0,Rainy,21,39
12007,CNB,0,11,1,Stormy,2,72
12006,NDLS,4,10,0,Rainy,17,42
12004,LKO,2,6,0,Stormy,23,19
12001,DDU,4,1,0,Stormy,6,19
12006,NDLS,3,3,1,Stormy,7,65
12008,BSB,6,8,0,Stormy,2,40
12001,LKO,6,12,1,Clear,16,83
12001,DDU,1,6,0,Rainy,10,37
12003,LKO,6,8,0,Stormy,6,29
12002,NDLS,5,10,0,Rainy,23,69
12009,PNBE,1,10,0,Foggy,7,36
12007,PNBE,5,4,0,Clear,10,0
12003,BSB,3,8,0,Clear,0,32
12004,PNBE,0,5,0,Rainy,7,27
12004,LKO,5,1,0,Foggy,14,156
12003,DDU,1,6,0,Clear,2,8
120010,LKO,1,4,0,Rainy,7,33
12006,NDLS,2,8,0,Clear,0,31
12004,HWH,3,10,0,Stormy,11,6
12002,DDU,0,2,0,Foggy,18,28
12002,CNB,6,2,0,Stormy,22,35
12007,PNBE,4,5,0,Foggy,16,62
12003,LKO,6,7,0,Rainy,7,45
12002,NDLS,1,10,0,Rainy,22,48
12008,NDLS,0,9,0,Stormy,9,0
12005,NDLS,3,7,0,Stormy,19,19
12009,NDLS,5,9,0,Rainy,23,45
12008,HWH,6,6,0,Foggy,2,113
12001,DDU,1,10,0,Rainy,23,12
12008,CNB,5,2,0,Clear,10,41
12002,NDLS,3,2,0,Rainy,20,53
12002,LKO,0,2,0,Foggy,6,53
12004,HWH,5,3,0,Rainy,22,70
120010,BSB,1,9,1,Rainy,2,66
12007,DDU,0,5,0,Clear,0,37
12008,NDLS,4,11,0,Foggy,4,69
12006,LKO,6,7,0,Stormy,20,41
12005,LKO,5,3,1,Clear,23,84
12003,BSB,4,4,0,Clear,6,12
12001,DDU,5,8,0,Foggy,19,96
12004,CNB,6,11,1,Foggy,17,125
12001,BSB,3,3,0,Foggy,6,99
120010,CNB,4,3,0,Clear,17,3
12006,LKO,6,1,0,Foggy,11,82
12005,LKO,0,11,0,Stormy,18,15
12005,BSB,4,4,0,Clear,2,7
12001,HWH,0,8,0,Foggy,7,63
12007,NDLS,1,7,0,Rainy,16,22
120010,LKO,1,4,0,Stormy,13,16
120010,CNB,3,6,0,Foggy,0,134
12004,HWH,2,10,0,Rainy,5,38
12005,LKO,4,1,0,Rainy,22,32
12008,CNB,0,4,0,Stormy,23,16
12007,PNBE,3,3,0,Foggy,6,77
120010,CNB,1,5,0,Stormy,13,32
12005,CNB,6,7,0,Rainy,16,86
12009,BSB,5,9,0,Foggy,5,103
120010,HWH,4,8,0,Clear,20,17
12008,PNBE,6,8,0,Rainy,1,69
12008,NDLS,5,2,0,Foggy,0,128
12009,DDU,3,9,0,Stormy,18,0
12001,HWH,6,2,0,Foggy,2,153
120010,PNBE,6,7,0,Clear,11,50
12002,CNB,5,11,0,Clear,14,14
12008,NDLS,5,9,0,Rainy,12,92
120010,HWH,1,10,0,Stormy,8,21
12006,HWH,3,5,0,Stormy,18,29
12004,LKO,2,9,0,Foggy,17,84
12005,NDLS,0,7,0,Stormy,22,6
12002,HWH,6,5,0,Stormy,21,20
12001,PNBE,4,8,0,Stormy,2,20
120010,PNBE,1,1,0,Foggy,23,115
12005,HWH,0,4,0,Rainy,0,35
12001,CNB,1,9,0,Stormy,21,2
12002,DDU,0,6,0,Rainy,21,30
12008,LKO,1,10,0,Rainy,7,37
12003,NDLS,4,10,0,Rainy,13,48
12002,CNB,6,11,0,Rainy,11,48
12006,PNBE,1,6,1,Rainy,7,62
12008,DDU,5,8,1,Stormy,15,85
12003,CNB,4,12,0,Foggy,19,126
12006,HWH,4,7,0,Rainy,13,54
12002,DDU,5,3,0,Stormy,17,45
12001,CNB,4,8,1,Foggy,20,110
12008,CNB,0,6,1,Stormy,19,46
12007,DDU,6,3,0,Clear,11,23
12004,NDLS,5,4,0,Stormy,6,52
120010,PNBE,0,12,0,Foggy,15,147
12008,NDLS,6,12,1,Clear,17,60
12002,BSB,5,2,0,Stormy,12,32
12002,DDU,3,10,0,Rainy,19,35
12003,NDLS,3,9,0,Rainy,2,34
12001,CNB,1,4,0,Clear,19,36
12005,DDU,1,2,0,Rainy,11,38
12005,LKO,3,9,0,Foggy,9,94
12003,BSB,1,2,0,Clear,15,20
